,size,timing,k,circles
0,10000,1.1277880668640137,15,15
1,10000,1.0164878368377686,15,16
2,10000,1.022643804550171,15,17
3,10000,1.0036449432373047,15,18
4,10000,1.0036568641662598,15,19
5,10000,1.0175271034240723,15,20
6,10000,1.020637035369873,15,21
7,10000,1.0280821323394775,15,22
8,10000,1.0593550205230713,15,23
9,10000,1.1281211376190186,15,24
10,10000,1.062817096710205,15,25
11,10000,1.1249678134918213,15,26
12,10000,1.062305212020874,15,27
13,10000,1.0901930332183838,15,28
14,10000,1.106982946395874,15,29
15,10000,1.1060950756072998,15,30
16,10000,1.1528880596160889,15,31
17,10000,1.1187598705291748,15,32
18,10000,1.1246693134307861,15,33
19,10000,1.14491605758667,15,34
20,10000,1.1532351970672607,15,35
21,10000,1.1958391666412354,15,36
22,10000,1.251966953277588,15,37
23,10000,1.2351651191711426,15,38
24,10000,1.2434971332550049,15,39
25,10000,1.2310819625854492,15,40
26,10000,1.2277588844299316,15,41
27,10000,1.2266607284545898,15,42
28,10000,1.2813551425933838,15,43
29,10000,1.2291688919067383,15,44
30,10000,1.2626421451568604,15,45
31,10000,1.2701199054718018,15,46
32,10000,1.276500940322876,15,47
33,10000,1.3475871086120605,15,48
34,10000,1.2954161167144775,15,49
35,10000,1.3710699081420898,15,50
36,10000,1.2796177864074707,15,51
37,10000,1.2885510921478271,15,52
38,10000,1.313612937927246,15,53
39,10000,1.3450000286102295,15,54
40,10000,1.3586790561676025,15,55
41,10000,1.3169701099395752,15,56
42,10000,1.3199241161346436,15,57
43,10000,1.3317029476165771,15,58
44,10000,1.3578391075134277,15,59
45,10000,1.427656888961792,15,60
46,10000,1.5019478797912598,15,61
47,10000,1.4982030391693115,15,62
48,10000,1.3650331497192383,15,63
49,10000,1.4259891510009766,15,64
50,10000,1.4349582195281982,15,65
51,10000,1.436493158340454,15,66
52,10000,1.4620299339294434,15,67
53,10000,1.5523011684417725,15,68
54,10000,1.490380048751831,15,69
55,10000,1.5308640003204346,15,70
56,10000,1.542025089263916,15,71
57,10000,1.578624963760376,15,72
58,10000,1.6014668941497803,15,73
59,10000,1.6903102397918701,15,74
60,10000,1.7342300415039062,15,75
61,10000,1.6532528400421143,15,76
62,10000,1.6742279529571533,15,77
63,10000,1.7222940921783447,15,78
64,10000,1.7300069332122803,15,79
65,10000,1.7942371368408203,15,80
66,10000,1.7780473232269287,15,81
67,10000,1.7544269561767578,15,82
68,10000,1.8060250282287598,15,83
69,10000,1.7563049793243408,15,84
70,10000,1.8410391807556152,15,85
71,10000,1.8319110870361328,15,86
72,10000,1.8331472873687744,15,87
73,10000,1.8193120956420898,15,88
74,10000,1.8498291969299316,15,89
75,10000,1.844688892364502,15,90
76,10000,1.8125202655792236,15,91
77,10000,1.863302230834961,15,92
78,10000,1.8881142139434814,15,93
79,10000,1.8458821773529053,15,94
80,10000,1.8881902694702148,15,95
81,10000,1.9013357162475586,15,96
82,10000,1.867936134338379,15,97
83,10000,1.8686809539794922,15,98
84,10000,1.8868801593780518,15,99
85,10000,0.9285850524902344,15,15
86,10000,0.9180097579956055,15,16
87,10000,0.9541299343109131,15,17
88,10000,0.9410920143127441,15,18
89,10000,0.9603283405303955,15,19
90,10000,0.9642598628997803,15,20
91,10000,0.9817507266998291,15,21
92,10000,0.9880959987640381,15,22
93,10000,1.0574800968170166,15,23
94,10000,1.0818140506744385,15,24
95,10000,1.0882470607757568,15,25
96,10000,1.0700311660766602,15,26
97,10000,1.0614690780639648,15,27
98,10000,1.0549509525299072,15,28
99,10000,1.076617956161499,15,29
100,10000,1.083510160446167,15,30
101,10000,1.093827247619629,15,31
102,10000,1.1031429767608643,15,32
103,10000,1.1518120765686035,15,33
104,10000,1.1161599159240723,15,34
105,10000,1.1162362098693848,15,35
106,10000,1.142387866973877,15,36
107,10000,1.1492419242858887,15,37
108,10000,1.1384179592132568,15,38
109,10000,1.170382022857666,15,39
110,10000,1.1675679683685303,15,40
111,10000,1.180481195449829,15,41
112,10000,1.2419829368591309,15,42
113,10000,1.2093398571014404,15,43
114,10000,1.2034518718719482,15,44
115,10000,1.2110929489135742,15,45
116,10000,1.24098801612854,15,46
117,10000,1.2237560749053955,15,47
118,10000,1.2399790287017822,15,48
119,10000,1.258997917175293,15,49
120,10000,1.3023967742919922,15,50
121,10000,1.2716360092163086,15,51
122,10000,1.3074760437011719,15,52
123,10000,1.2900378704071045,15,53
124,10000,1.3005969524383545,15,54
125,10000,1.3119099140167236,15,55
126,10000,1.3575758934020996,15,56
127,10000,1.3511290550231934,15,57
128,10000,1.3451011180877686,15,58
129,10000,1.3821280002593994,15,59
130,10000,1.3325810432434082,15,60
131,10000,1.3477790355682373,15,61
132,10000,1.3490166664123535,15,62
133,10000,1.3709077835083008,15,63
134,10000,1.3703029155731201,15,64
135,10000,1.404613971710205,15,65
136,10000,1.4027278423309326,15,66
137,10000,1.484726905822754,15,67
138,10000,1.4560539722442627,15,68
139,10000,1.4801380634307861,15,69
140,10000,1.5135066509246826,15,70
141,10000,1.5390269756317139,15,71
142,10000,1.577573299407959,15,72
143,10000,1.6264848709106445,15,73
144,10000,1.5953748226165771,15,74
145,10000,1.60660982131958,15,75
146,10000,1.6118347644805908,15,76
147,10000,1.6692900657653809,15,77
148,10000,1.6854610443115234,15,78
149,10000,1.7144670486450195,15,79
150,10000,1.7248692512512207,15,80
151,10000,1.767307996749878,15,81
152,10000,1.7314260005950928,15,82
153,10000,1.7590301036834717,15,83
154,10000,1.7527720928192139,15,84
155,10000,1.7552530765533447,15,85
156,10000,1.7793378829956055,15,86
157,10000,1.7665841579437256,15,87
158,10000,1.7945060729980469,15,88
159,10000,1.8566460609436035,15,89
160,10000,1.8039991855621338,15,90
161,10000,1.8211579322814941,15,91
162,10000,1.8435049057006836,15,92
163,10000,1.817107915878296,15,93
164,10000,1.8326869010925293,15,94
165,10000,1.8091089725494385,15,95
166,10000,1.8859691619873047,15,96
167,10000,1.8483269214630127,15,97
168,10000,1.8818719387054443,15,98
169,10000,1.9704010486602783,15,99
170,10000,0.986151933670044,15,15
171,10000,0.9007999897003174,15,16
172,10000,0.9231078624725342,15,17
173,10000,0.9384398460388184,15,18
174,10000,0.9561059474945068,15,19
175,10000,0.9694221019744873,15,20
176,10000,1.048947811126709,15,21
177,10000,1.0208182334899902,15,22
178,10000,1.0004401206970215,15,23
179,10000,1.0114789009094238,15,24
180,10000,1.0181870460510254,15,25
181,10000,1.0311331748962402,15,26
182,10000,1.0479261875152588,15,27
183,10000,1.0678799152374268,15,28
184,10000,1.1148767471313477,15,29
185,10000,1.0694279670715332,15,30
186,10000,1.0800981521606445,15,31
187,10000,1.1022441387176514,15,32
188,10000,1.134732961654663,15,33
189,10000,1.1105101108551025,15,34
190,10000,1.1394250392913818,15,35
191,10000,1.1191558837890625,15,36
192,10000,1.1452572345733643,15,37
193,10000,1.1941733360290527,15,38
194,10000,1.1786932945251465,15,39
195,10000,1.237044334411621,15,40
196,10000,1.2498197555541992,15,41
197,10000,1.2400078773498535,15,42
198,10000,1.2304649353027344,15,43
199,10000,1.1775500774383545,15,44
200,10000,1.204693078994751,15,45
201,10000,1.19930100440979,15,46
202,10000,1.26084303855896,15,47
203,10000,1.2465710639953613,15,48
204,10000,1.2231101989746094,15,49
205,10000,1.2388441562652588,15,50
206,10000,1.2588531970977783,15,51
207,10000,1.2652740478515625,15,52
208,10000,1.2895429134368896,15,53
209,10000,1.2816588878631592,15,54
210,10000,1.300595998764038,15,55
211,10000,1.3367369174957275,15,56
212,10000,1.3214361667633057,15,57
213,10000,1.3231611251831055,15,58
214,10000,1.3154330253601074,15,59
215,10000,1.3264687061309814,15,60
216,10000,1.3350939750671387,15,61
217,10000,1.382897138595581,15,62
218,10000,1.374206781387329,15,63
219,10000,1.3852722644805908,15,64
220,10000,1.4513378143310547,15,65
221,10000,1.5041017532348633,15,66
222,10000,1.468855857849121,15,67
223,10000,1.4646098613739014,15,68
224,10000,1.5022530555725098,15,69
225,10000,1.5051319599151611,15,70
226,10000,1.638934850692749,15,71
227,10000,1.556731939315796,15,72
228,10000,1.5644543170928955,15,73
229,10000,1.6393859386444092,15,74
230,10000,1.6088330745697021,15,75
231,10000,1.6332697868347168,15,76
232,10000,1.6783058643341064,15,77
233,10000,1.6668810844421387,15,78
234,10000,1.7103149890899658,15,79
235,10000,1.716123104095459,15,80
236,10000,1.72198486328125,15,81
237,10000,1.8038461208343506,15,82
238,10000,1.7312450408935547,15,83
239,10000,1.8014400005340576,15,84
240,10000,1.7497472763061523,15,85
241,10000,1.7547180652618408,15,86
242,10000,1.777108907699585,15,87
243,10000,1.7701661586761475,15,88
244,10000,1.7755768299102783,15,89
245,10000,1.7677900791168213,15,90
246,10000,1.8547229766845703,15,91
247,10000,1.833143711090088,15,92
248,10000,1.8518280982971191,15,93
249,10000,1.8444111347198486,15,94
250,10000,1.8253507614135742,15,95
251,10000,1.8306550979614258,15,96
252,10000,1.83992600440979,15,97
253,10000,1.8725860118865967,15,98
254,10000,1.8927721977233887,15,99
255,10000,0.9287068843841553,15,15
256,10000,0.8983621597290039,15,16
257,10000,0.9165709018707275,15,17
258,10000,0.9338650703430176,15,18
259,10000,0.933495044708252,15,19
260,10000,0.9652230739593506,15,20
261,10000,0.9664688110351562,15,21
262,10000,0.9830429553985596,15,22
263,10000,0.9991378784179688,15,23
264,10000,1.0286200046539307,15,24
265,10000,1.0187740325927734,15,25
266,10000,1.037419080734253,15,26
267,10000,1.04433012008667,15,27
268,10000,1.071437120437622,15,28
269,10000,1.0758998394012451,15,29
270,10000,1.0826020240783691,15,30
271,10000,1.071486234664917,15,31
272,10000,1.0981791019439697,15,32
273,10000,1.1230766773223877,15,33
274,10000,1.1160449981689453,15,34
275,10000,1.1224310398101807,15,35
276,10000,1.1374139785766602,15,36
277,10000,1.1431469917297363,15,37
278,10000,1.158202886581421,15,38
279,10000,1.1565041542053223,15,39
280,10000,1.1562869548797607,15,40
281,10000,1.2133617401123047,15,41
282,10000,1.178246021270752,15,42
283,10000,1.2031471729278564,15,43
284,10000,1.177142858505249,15,44
285,10000,1.2132258415222168,15,45
286,10000,1.2199220657348633,15,46
287,10000,1.243750810623169,15,47
288,10000,1.2287671566009521,15,48
289,10000,1.2271509170532227,15,49
290,10000,1.2740252017974854,15,50
291,10000,1.2500460147857666,15,51
292,10000,1.251321792602539,15,52
293,10000,1.2598187923431396,15,53
294,10000,1.2920539379119873,15,54
295,10000,1.2742588520050049,15,55
296,10000,1.3037047386169434,15,56
297,10000,1.3289787769317627,15,57
298,10000,1.323394775390625,15,58
299,10000,1.3103370666503906,15,59
300,10000,1.2983479499816895,15,60
301,10000,1.3374578952789307,15,61
302,10000,1.341459035873413,15,62
303,10000,1.3701119422912598,15,63
304,10000,1.3643040657043457,15,64
305,10000,1.365645170211792,15,65
306,10000,1.4447319507598877,15,66
307,10000,1.4324569702148438,15,67
308,10000,1.4445381164550781,15,68
309,10000,1.4855279922485352,15,69
310,10000,1.5193710327148438,15,70
311,10000,1.5485508441925049,15,71
312,10000,1.5465331077575684,15,72
313,10000,1.5835280418395996,15,73
314,10000,1.576509952545166,15,74
315,10000,1.6199240684509277,15,75
316,10000,1.6406006813049316,15,76
317,10000,1.6435348987579346,15,77
318,10000,1.7026338577270508,15,78
319,10000,1.7471647262573242,15,79
320,10000,1.7649681568145752,15,80
321,10000,1.7767329216003418,15,81
322,10000,1.788606882095337,15,82
323,10000,1.7464797496795654,15,83
324,10000,1.8027729988098145,15,84
325,10000,1.8637299537658691,15,85
326,10000,1.8070440292358398,15,86
327,10000,1.8869991302490234,15,87
328,10000,1.8065681457519531,15,88
329,10000,1.7906219959259033,15,89
330,10000,1.8000469207763672,15,90
331,10000,1.8553831577301025,15,91
332,10000,1.8505370616912842,15,92
333,10000,1.811189889907837,15,93
334,10000,1.808535099029541,15,94
335,10000,1.8040099143981934,15,95
336,10000,1.8492558002471924,15,96
337,10000,1.8807170391082764,15,97
338,10000,1.8820219039916992,15,98
339,10000,1.9120509624481201,15,99
340,10000,0.8959367275238037,15,15
341,10000,0.8849318027496338,15,16
342,10000,0.927562952041626,15,17
343,10000,0.9310328960418701,15,18
344,10000,0.9478371143341064,15,19
345,10000,1.010970115661621,15,20
346,10000,0.9678328037261963,15,21
347,10000,0.9810018539428711,15,22
348,10000,1.0164079666137695,15,23
349,10000,1.012740135192871,15,24
350,10000,1.0338821411132812,15,25
351,10000,1.0439808368682861,15,26
352,10000,1.0584111213684082,15,27
353,10000,1.0568640232086182,15,28
354,10000,1.0710809230804443,15,29
355,10000,1.0806920528411865,15,30
356,10000,1.0762650966644287,15,31
357,10000,1.0928208827972412,15,32
358,10000,1.1367931365966797,15,33
359,10000,1.1063189506530762,15,34
360,10000,1.1544759273529053,15,35
361,10000,1.1426701545715332,15,36
362,10000,1.1472251415252686,15,37
363,10000,1.1710748672485352,15,38
364,10000,1.172032117843628,15,39
365,10000,1.1849391460418701,15,40
366,10000,1.221740961074829,15,41
367,10000,1.2025349140167236,15,42
368,10000,1.2077069282531738,15,43
369,10000,1.196631908416748,15,44
370,10000,1.2022569179534912,15,45
371,10000,1.2549619674682617,15,46
372,10000,1.2541460990905762,15,47
373,10000,1.234342098236084,15,48
374,10000,1.2538938522338867,15,49
375,10000,1.2864840030670166,15,50
376,10000,1.2868881225585938,15,51
377,10000,1.2754371166229248,15,52
378,10000,1.2743291854858398,15,53
379,10000,1.2959606647491455,15,54
380,10000,1.3002128601074219,15,55
381,10000,1.2891168594360352,15,56
382,10000,1.32010817527771,15,57
383,10000,1.3020439147949219,15,58
384,10000,1.3367729187011719,15,59
385,10000,1.3358790874481201,15,60
386,10000,1.31724214553833,15,61
387,10000,1.3558940887451172,15,62
388,10000,1.3631350994110107,15,63
389,10000,1.3572077751159668,15,64
390,10000,1.3906948566436768,15,65
391,10000,1.4891960620880127,15,66
392,10000,1.4304850101470947,15,67
393,10000,1.4956297874450684,15,68
394,10000,1.4910080432891846,15,69
395,10000,1.5340321063995361,15,70
396,10000,1.5082659721374512,15,71
397,10000,1.5770201683044434,15,72
398,10000,1.562169075012207,15,73
399,10000,1.5915248394012451,15,74
400,10000,1.609422206878662,15,75
401,10000,1.6570289134979248,15,76
402,10000,1.667816162109375,15,77
403,10000,1.7016026973724365,15,78
404,10000,1.7349190711975098,15,79
405,10000,1.7262070178985596,15,80
406,10000,1.761965036392212,15,81
407,10000,1.7459793090820312,15,82
408,10000,1.7407560348510742,15,83
409,10000,1.770066261291504,15,84
410,10000,1.8356752395629883,15,85
411,10000,1.8366520404815674,15,86
412,10000,1.8518288135528564,15,87
413,10000,1.7951643466949463,15,88
414,10000,1.813119888305664,15,89
415,10000,1.8203990459442139,15,90
416,10000,1.8002700805664062,15,91
417,10000,1.8084170818328857,15,92
418,10000,1.807384967803955,15,93
419,10000,1.8711609840393066,15,94
420,10000,1.855639934539795,15,95
421,10000,1.8468999862670898,15,96
422,10000,1.8655052185058594,15,97
423,10000,1.8910768032073975,15,98
424,10000,1.9089949131011963,15,99
425,10000,0.9095108509063721,15,15
426,10000,0.9198939800262451,15,16
427,10000,0.9088928699493408,15,17
428,10000,0.926588773727417,15,18
429,10000,0.9618821144104004,15,19
430,10000,0.9620809555053711,15,20
431,10000,0.9887039661407471,15,21
432,10000,0.9666869640350342,15,22
433,10000,0.997305154800415,15,23
434,10000,1.0026512145996094,15,24
435,10000,1.039841890335083,15,25
436,10000,1.032721996307373,15,26
437,10000,1.0422892570495605,15,27
438,10000,1.0539829730987549,15,28
439,10000,1.0760917663574219,15,29
440,10000,1.068281888961792,15,30
441,10000,1.086404800415039,15,31
442,10000,1.0952391624450684,15,32
443,10000,1.1291017532348633,15,33
444,10000,1.092369794845581,15,34
445,10000,1.124333143234253,15,35
446,10000,1.1336050033569336,15,36
447,10000,1.1344990730285645,15,37
448,10000,1.1458122730255127,15,38
449,10000,1.1508259773254395,15,39
450,10000,1.1700198650360107,15,40
451,10000,1.2123498916625977,15,41
452,10000,1.186004877090454,15,42
453,10000,1.2088408470153809,15,43
454,10000,1.1824817657470703,15,44
455,10000,1.1938717365264893,15,45
456,10000,1.2102160453796387,15,46
457,10000,1.224761962890625,15,47
458,10000,1.2660789489746094,15,48
459,10000,1.2703509330749512,15,49
460,10000,1.2605257034301758,15,50
461,10000,1.2487080097198486,15,51
462,10000,1.2618231773376465,15,52
463,10000,1.2790029048919678,15,53
464,10000,1.271925926208496,15,54
465,10000,1.2735612392425537,15,55
466,10000,1.3209388256072998,15,56
467,10000,1.317012071609497,15,57
468,10000,1.323676347732544,15,58
469,10000,1.408188819885254,15,59
470,10000,1.4085049629211426,15,60
471,10000,1.3864309787750244,15,61
472,10000,1.3908360004425049,15,62
473,10000,1.3655641078948975,15,63
474,10000,1.369710922241211,15,64
475,10000,1.3570270538330078,15,65
476,10000,1.3965179920196533,15,66
477,10000,1.4531760215759277,15,67
478,10000,1.4364800453186035,15,68
479,10000,1.4900977611541748,15,69
480,10000,1.530893087387085,15,70
481,10000,1.5315020084381104,15,71
482,10000,1.5460131168365479,15,72
483,10000,1.6137521266937256,15,73
484,10000,1.5774288177490234,15,74
485,10000,1.6138889789581299,15,75
486,10000,1.673158884048462,15,76
487,10000,1.6534240245819092,15,77
488,10000,1.6776978969573975,15,78
489,10000,1.700195074081421,15,79
490,10000,1.7386798858642578,15,80
491,10000,1.7422358989715576,15,81
492,10000,1.7551870346069336,15,82
493,10000,1.7126960754394531,15,83
494,10000,1.7387521266937256,15,84
495,10000,1.7609782218933105,15,85
496,10000,1.7636208534240723,15,86
497,10000,1.779817819595337,15,87
498,10000,1.8028078079223633,15,88
499,10000,1.8084919452667236,15,89
500,10000,1.793748378753662,15,90
501,10000,1.8269448280334473,15,91
502,10000,1.8062679767608643,15,92
503,10000,1.8170018196105957,15,93
504,10000,1.8661751747131348,15,94
505,10000,1.9013147354125977,15,95
506,10000,1.8720078468322754,15,96
507,10000,1.8751001358032227,15,97
508,10000,1.8798887729644775,15,98
509,10000,1.8890531063079834,15,99
510,10000,0.8975961208343506,15,15
511,10000,0.8958530426025391,15,16
512,10000,0.9110081195831299,15,17
513,10000,0.9524140357971191,15,18
514,10000,0.9504570960998535,15,19
515,10000,0.9534478187561035,15,20
516,10000,0.968019962310791,15,21
517,10000,1.1696579456329346,15,22
518,10000,0.994819164276123,15,23
519,10000,0.9989938735961914,15,24
520,10000,1.045835018157959,15,25
521,10000,1.028196096420288,15,26
522,10000,1.0224988460540771,15,27
523,10000,1.050746202468872,15,28
524,10000,1.0725150108337402,15,29
525,10000,1.0444591045379639,15,30
526,10000,1.0710060596466064,15,31
527,10000,1.0732061862945557,15,32
528,10000,1.0824713706970215,15,33
529,10000,1.1534709930419922,15,34
530,10000,1.1158490180969238,15,35
531,10000,1.115583896636963,15,36
532,10000,1.135080099105835,15,37
533,10000,1.1482329368591309,15,38
534,10000,1.1631419658660889,15,39
535,10000,1.1588289737701416,15,40
536,10000,1.206798791885376,15,41
537,10000,1.1793489456176758,15,42
538,10000,1.259922981262207,15,43
539,10000,1.2106728553771973,15,44
540,10000,1.223541021347046,15,45
541,10000,1.2316582202911377,15,46
542,10000,1.234476089477539,15,47
543,10000,1.2452340126037598,15,48
544,10000,1.2299232482910156,15,49
545,10000,1.2553379535675049,15,50
546,10000,1.2966010570526123,15,51
547,10000,1.2692041397094727,15,52
548,10000,1.2748939990997314,15,53
549,10000,1.300126075744629,15,54
550,10000,1.2868449687957764,15,55
551,10000,1.3334970474243164,15,56
552,10000,1.3174338340759277,15,57
553,10000,1.3430259227752686,15,58
554,10000,1.3639721870422363,15,59
555,10000,1.3584229946136475,15,60
556,10000,1.3430302143096924,15,61
557,10000,1.3621490001678467,15,62
558,10000,1.3878700733184814,15,63
559,10000,1.42635178565979,15,64
560,10000,1.455070972442627,15,65
561,10000,1.4532899856567383,15,66
562,10000,1.422395944595337,15,67
563,10000,1.5091209411621094,15,68
564,10000,1.4925448894500732,15,69
565,10000,1.5555648803710938,15,70
566,10000,1.5643887519836426,15,71
567,10000,1.5637638568878174,15,72
568,10000,1.5801191329956055,15,73
569,10000,1.6300668716430664,15,74
570,10000,1.6239709854125977,15,75
571,10000,1.6435961723327637,15,76
572,10000,1.7184200286865234,15,77
573,10000,1.6921191215515137,15,78
574,10000,1.6859610080718994,15,79
575,10000,1.7536530494689941,15,80
576,10000,1.7395999431610107,15,81
577,10000,1.7268588542938232,15,82
578,10000,1.7357409000396729,15,83
579,10000,1.745405912399292,15,84
580,10000,1.7805290222167969,15,85
581,10000,1.8005051612854004,15,86
