,size,timing,k,circles
157,10000,1.791384220123291,15,87
158,10000,1.8317809104919434,15,88
159,10000,1.8639581203460693,15,89
160,10000,1.8358798027038574,15,90
161,10000,1.836449146270752,15,91
162,10000,1.834289312362671,15,92
163,10000,1.8101189136505127,15,93
164,10000,1.833042860031128,15,94
165,10000,1.849027156829834,15,95
166,10000,1.8343548774719238,15,96
167,10000,1.8339767456054688,15,97
168,10000,1.9111871719360352,15,98
169,10000,1.8860716819763184,15,99
170,10000,0.8999218940734863,15,15
171,10000,0.8939299583435059,15,16
172,10000,0.9158749580383301,15,17
173,10000,0.9211370944976807,15,18
174,10000,0.9382941722869873,15,19
175,10000,0.9572298526763916,15,20
176,10000,0.9753339290618896,15,21
177,10000,1.0100080966949463,15,22
178,10000,0.9941229820251465,15,23
179,10000,0.9964110851287842,15,24
180,10000,1.0225069522857666,15,25
181,10000,1.0345096588134766,15,26
182,10000,1.0327301025390625,15,27
183,10000,1.0663342475891113,15,28
184,10000,1.0990560054779053,15,29
185,10000,1.2057931423187256,15,30
186,10000,1.1112980842590332,15,31
187,10000,1.0836501121520996,15,32
188,10000,1.0842061042785645,15,33
189,10000,1.1064729690551758,15,34
190,10000,1.1138601303100586,15,35
191,10000,1.1298909187316895,15,36
192,10000,1.1494598388671875,15,37
193,10000,1.1379058361053467,15,38
194,10000,1.1310019493103027,15,39
195,10000,1.1954309940338135,15,40
196,10000,1.1768519878387451,15,41
197,10000,1.1798510551452637,15,42
198,10000,1.2032849788665771,15,43
199,10000,1.1900107860565186,15,44
200,10000,1.2044780254364014,15,45
201,10000,1.193709135055542,15,46
202,10000,1.217952013015747,15,47
203,10000,1.2502250671386719,15,48
204,10000,1.249950885772705,15,49
205,10000,1.2339468002319336,15,50
206,10000,1.2610580921173096,15,51
207,10000,1.264744758605957,15,52
208,10000,1.2871317863464355,15,53
209,10000,1.2866101264953613,15,54
210,10000,1.315885066986084,15,55
211,10000,1.314924955368042,15,56
212,10000,1.3632869720458984,15,57
213,10000,1.2943508625030518,15,58
214,10000,1.3190672397613525,15,59
215,10000,1.380403995513916,15,60
216,10000,1.3538081645965576,15,61
217,10000,1.3887701034545898,15,62
218,10000,1.3822588920593262,15,63
219,10000,1.3733811378479004,15,64
220,10000,1.4122889041900635,15,65
221,10000,1.4226808547973633,15,66
222,10000,1.448490858078003,15,67
223,10000,1.4614689350128174,15,68
224,10000,1.478790044784546,15,69
225,10000,1.5185761451721191,15,70
226,10000,1.5308120250701904,15,71
227,10000,1.5704131126403809,15,72
228,10000,1.5498738288879395,15,73
229,10000,1.6101899147033691,15,74
230,10000,1.5989618301391602,15,75
231,10000,1.6324071884155273,15,76
232,10000,1.6605401039123535,15,77
233,10000,1.6937599182128906,15,78
234,10000,1.7321538925170898,15,79
235,10000,1.7066261768341064,15,80
236,10000,1.766469955444336,15,81
237,10000,1.7534809112548828,15,82
238,10000,1.7442669868469238,15,83
239,10000,1.7424650192260742,15,84
240,10000,1.7744178771972656,15,85
241,10000,1.7827792167663574,15,86
242,10000,1.7853991985321045,15,87
243,10000,1.7743959426879883,15,88
244,10000,1.8320908546447754,15,89
245,10000,1.8229312896728516,15,90
246,10000,1.8246510028839111,15,91
247,10000,1.8085312843322754,15,92
248,10000,1.8335068225860596,15,93
249,10000,1.799788236618042,15,94
250,10000,1.8358020782470703,15,95
251,10000,1.9135000705718994,15,96
252,10000,1.9334392547607422,15,97
253,10000,1.9429728984832764,15,98
254,10000,1.9845402240753174,15,99
255,10000,0.8944470882415771,15,15
256,10000,0.8955256938934326,15,16
257,10000,0.9052290916442871,15,17
258,10000,0.9219310283660889,15,18
259,10000,0.9339599609375,15,19
260,10000,0.9524891376495361,15,20
261,10000,0.9544131755828857,15,21
262,10000,0.9787189960479736,15,22
263,10000,1.003829002380371,15,23
264,10000,0.9975271224975586,15,24
265,10000,1.0123229026794434,15,25
266,10000,1.0191030502319336,15,26
267,10000,1.087796926498413,15,27
268,10000,1.0480539798736572,15,28
269,10000,1.064565896987915,15,29
270,10000,1.051527976989746,15,30
271,10000,1.060114860534668,15,31
272,10000,1.1016712188720703,15,32
273,10000,1.0825049877166748,15,33
274,10000,1.092378854751587,15,34
275,10000,1.1025078296661377,15,35
276,10000,1.1161699295043945,15,36
277,10000,1.1105988025665283,15,37
278,10000,1.1451740264892578,15,38
279,10000,1.1411371231079102,15,39
280,10000,1.1901350021362305,15,40
281,10000,1.1748201847076416,15,41
282,10000,1.1534841060638428,15,42
283,10000,1.183223009109497,15,43
284,10000,1.1694440841674805,15,44
285,10000,1.173616886138916,15,45
286,10000,1.200836181640625,15,46
287,10000,1.199960708618164,15,47
288,10000,1.2063510417938232,15,48
289,10000,1.246704339981079,15,49
290,10000,1.2345879077911377,15,50
291,10000,1.2488138675689697,15,51
292,10000,1.236072063446045,15,52
293,10000,1.2435381412506104,15,53
294,10000,1.2810518741607666,15,54
295,10000,1.3175909519195557,15,55
296,10000,1.2967851161956787,15,56
297,10000,1.316533088684082,15,57
298,10000,1.3219680786132812,15,58
299,10000,1.3086340427398682,15,59
300,10000,1.3047170639038086,15,60
301,10000,1.3239319324493408,15,61
302,10000,1.332381248474121,15,62
303,10000,1.3276679515838623,15,63
304,10000,1.367016077041626,15,64
305,10000,1.3689610958099365,15,65
306,10000,1.382153034210205,15,66
307,10000,1.492577075958252,15,67
308,10000,1.4613690376281738,15,68
309,10000,1.4816100597381592,15,69
310,10000,1.5296721458435059,15,70
311,10000,1.5856478214263916,15,71
312,10000,1.6093077659606934,15,72
313,10000,1.6319711208343506,15,73
314,10000,1.6260428428649902,15,74
315,10000,1.6081299781799316,15,75
316,10000,1.6938018798828125,15,76
317,10000,1.6605429649353027,15,77
318,10000,1.6865899562835693,15,78
319,10000,1.7071049213409424,15,79
320,10000,1.7533020973205566,15,80
321,10000,1.746204137802124,15,81
322,10000,1.7543790340423584,15,82
323,10000,1.7922172546386719,15,83
324,10000,1.7531027793884277,15,84
325,10000,1.768838882446289,15,85
326,10000,1.7955877780914307,15,86
327,10000,1.7944822311401367,15,87
328,10000,1.786496877670288,15,88
329,10000,1.79447603225708,15,89
330,10000,1.8248822689056396,15,90
331,10000,1.8828108310699463,15,91
332,10000,1.8072500228881836,15,92
333,10000,1.8054897785186768,15,93
334,10000,1.8263309001922607,15,94
335,10000,1.862502098083496,15,95
336,10000,1.883382797241211,15,96
337,10000,1.8407378196716309,15,97
338,10000,1.910433053970337,15,98
339,10000,1.9542548656463623,15,99
340,10000,0.9748609066009521,15,15
341,10000,0.9067132472991943,15,16
342,10000,0.9145472049713135,15,17
343,10000,0.9380028247833252,15,18
344,10000,0.933290958404541,15,19
345,10000,0.9524672031402588,15,20
346,10000,0.9698779582977295,15,21
347,10000,0.9830961227416992,15,22
348,10000,0.9971456527709961,15,23
349,10000,1.0347497463226318,15,24
350,10000,1.0199790000915527,15,25
351,10000,1.0341911315917969,15,26
352,10000,1.0553269386291504,15,27
353,10000,1.0523998737335205,15,28
354,10000,1.0733060836791992,15,29
355,10000,1.0614688396453857,15,30
356,10000,1.077336072921753,15,31
357,10000,1.0892558097839355,15,32
358,10000,1.1356139183044434,15,33
359,10000,1.0877649784088135,15,34
360,10000,1.1199679374694824,15,35
361,10000,1.124540090560913,15,36
362,10000,1.1439337730407715,15,37
363,10000,1.1464881896972656,15,38
364,10000,1.150611162185669,15,39
365,10000,1.1955997943878174,15,40
366,10000,1.2149150371551514,15,41
367,10000,1.184401273727417,15,42
368,10000,1.19805908203125,15,43
369,10000,1.1688451766967773,15,44
370,10000,1.1952929496765137,15,45
371,10000,1.2034580707550049,15,46
372,10000,1.2708039283752441,15,47
373,10000,1.3381540775299072,15,48
374,10000,1.2676050662994385,15,49
375,10000,1.2413418292999268,15,50
376,10000,1.2554492950439453,15,51
377,10000,1.2540791034698486,15,52
378,10000,1.2645061016082764,15,53
379,10000,1.2875587940216064,15,54
380,10000,1.274867057800293,15,55
381,10000,1.2711212635040283,15,56
382,10000,1.3174149990081787,15,57
383,10000,1.3138461112976074,15,58
384,10000,1.296510934829712,15,59
385,10000,1.3149628639221191,15,60
386,10000,1.3179481029510498,15,61
387,10000,1.3570480346679688,15,62
388,10000,1.3392932415008545,15,63
389,10000,1.3286340236663818,15,64
390,10000,1.3776021003723145,15,65
391,10000,1.4377429485321045,15,66
392,10000,1.435060977935791,15,67
393,10000,1.4450912475585938,15,68
394,10000,1.481989860534668,15,69
395,10000,1.501070261001587,15,70
396,10000,1.5233359336853027,15,71
397,10000,1.5484631061553955,15,72
398,10000,1.5444891452789307,15,73
399,10000,1.551048994064331,15,74
400,10000,1.6081879138946533,15,75
401,10000,1.641037940979004,15,76
402,10000,1.6656968593597412,15,77
403,10000,1.6767840385437012,15,78
404,10000,1.6992268562316895,15,79
405,10000,1.7561511993408203,15,80
406,10000,1.741602897644043,15,81
407,10000,1.748288869857788,15,82
408,10000,1.7412068843841553,15,83
409,10000,1.7655069828033447,15,84
410,10000,1.740574836730957,15,85
411,10000,1.8013780117034912,15,86
412,10000,1.7773311138153076,15,87
413,10000,1.788362979888916,15,88
414,10000,1.7636213302612305,15,89
415,10000,1.7519280910491943,15,90
416,10000,1.800804853439331,15,91
417,10000,1.7878808975219727,15,92
418,10000,1.8386900424957275,15,93
419,10000,1.9877808094024658,15,94
420,10000,2.1203179359436035,15,95
421,10000,1.9827251434326172,15,96
422,10000,1.8690640926361084,15,97
423,10000,1.876269817352295,15,98
424,10000,1.9277429580688477,15,99
425,10000,0.9033880233764648,15,15
426,10000,0.9310159683227539,15,16
427,10000,0.9641470909118652,15,17
428,10000,0.9508070945739746,15,18
429,10000,0.9497861862182617,15,19
430,10000,0.9501760005950928,15,20
431,10000,0.9662220478057861,15,21
432,10000,0.9819090366363525,15,22
433,10000,0.9926772117614746,15,23
434,10000,1.0019378662109375,15,24
435,10000,1.1125280857086182,15,25
436,10000,1.030210018157959,15,26
437,10000,1.044043779373169,15,27
438,10000,1.050468921661377,15,28
439,10000,1.0925860404968262,15,29
440,10000,1.072864055633545,15,30
441,10000,1.0979671478271484,15,31
442,10000,1.0817039012908936,15,32
443,10000,1.1269099712371826,15,33
444,10000,1.146934986114502,15,34
445,10000,1.1175251007080078,15,35
446,10000,1.1517932415008545,15,36
447,10000,1.1650056838989258,15,37
448,10000,1.171731948852539,15,38
449,10000,1.157041311264038,15,39
450,10000,1.1980259418487549,15,40
451,10000,1.174198865890503,15,41
452,10000,1.1904473304748535,15,42
453,10000,1.2762961387634277,15,43
454,10000,1.2943859100341797,15,44
455,10000,1.1995069980621338,15,45
456,10000,1.2229540348052979,15,46
457,10000,1.2504820823669434,15,47
458,10000,1.259268045425415,15,48
459,10000,1.244243860244751,15,49
460,10000,1.2574610710144043,15,50
461,10000,1.2733540534973145,15,51
462,10000,1.303656816482544,15,52
463,10000,1.2898521423339844,15,53
464,10000,1.2878689765930176,15,54
465,10000,1.298191785812378,15,55
466,10000,1.310920000076294,15,56
467,10000,1.3379080295562744,15,57
468,10000,1.3598911762237549,15,58
469,10000,1.33371901512146,15,59
470,10000,1.4229130744934082,15,60
471,10000,1.361713171005249,15,61
472,10000,1.355912208557129,15,62
473,10000,1.3573188781738281,15,63
474,10000,1.3885819911956787,15,64
475,10000,1.396240234375,15,65
476,10000,1.4154019355773926,15,66
477,10000,1.4669208526611328,15,67
478,10000,1.4715468883514404,15,68
479,10000,1.482856035232544,15,69
480,10000,1.5493440628051758,15,70
481,10000,1.5358049869537354,15,71
482,10000,1.5755140781402588,15,72
483,10000,1.5503251552581787,15,73
484,10000,1.5878322124481201,15,74
485,10000,1.6584398746490479,15,75
486,10000,1.6565520763397217,15,76
487,10000,1.7374558448791504,15,77
488,10000,1.7459957599639893,15,78
489,10000,1.834468126296997,15,79
490,10000,1.7868988513946533,15,80
491,10000,1.77925705909729,15,81
492,10000,1.7958428859710693,15,82
493,10000,1.7708442211151123,15,83
494,10000,1.7645759582519531,15,84
495,10000,1.7586941719055176,15,85
496,10000,1.852142095565796,15,86
497,10000,1.811979055404663,15,87
498,10000,1.8239936828613281,15,88
499,10000,1.8704910278320312,15,89
500,10000,1.8350448608398438,15,90
501,10000,1.8233518600463867,15,91
502,10000,1.8822977542877197,15,92
503,10000,1.9035258293151855,15,93
504,10000,1.8635461330413818,15,94
505,10000,1.856139898300171,15,95
506,10000,1.9029529094696045,15,96
507,10000,1.8657679557800293,15,97
508,10000,1.9451301097869873,15,98
509,10000,1.943185806274414,15,99
510,10000,0.9083139896392822,15,15
511,10000,0.8958339691162109,15,16
512,10000,0.9106700420379639,15,17
513,10000,0.9286708831787109,15,18
514,10000,0.9449472427368164,15,19
515,10000,0.9879412651062012,15,20
516,10000,0.9751880168914795,15,21
517,10000,1.0540709495544434,15,22
518,10000,0.9977891445159912,15,23
519,10000,1.00885009765625,15,24
520,10000,1.0357630252838135,15,25
521,10000,1.0361199378967285,15,26
522,10000,1.0474319458007812,15,27
523,10000,1.0638267993927002,15,28
524,10000,1.1101937294006348,15,29
525,10000,1.065412998199463,15,30
526,10000,1.0864503383636475,15,31
527,10000,1.0873463153839111,15,32
528,10000,1.1046631336212158,15,33
529,10000,1.0844669342041016,15,34
530,10000,1.1320898532867432,15,35
531,10000,1.1234538555145264,15,36
532,10000,1.1346962451934814,15,37
533,10000,1.1797456741333008,15,38
534,10000,1.1521809101104736,15,39
535,10000,1.1818881034851074,15,40
536,10000,1.1833422183990479,15,41
537,10000,1.1886401176452637,15,42
538,10000,1.2023851871490479,15,43
539,10000,1.2006208896636963,15,44
540,10000,1.2179808616638184,15,45
541,10000,1.2373218536376953,15,46
542,10000,1.2266268730163574,15,47
543,10000,1.2514641284942627,15,48
544,10000,1.2488458156585693,15,49
545,10000,1.2585692405700684,15,50
546,10000,1.2505168914794922,15,51
547,10000,1.2949011325836182,15,52
548,10000,1.2674331665039062,15,53
549,10000,1.3508117198944092,15,54
550,10000,1.3100848197937012,15,55
551,10000,1.3075132369995117,15,56
552,10000,1.338974952697754,15,57
553,10000,1.322335958480835,15,58
554,10000,1.3167123794555664,15,59
555,10000,1.3363409042358398,15,60
556,10000,1.336805820465088,15,61
557,10000,1.3467631340026855,15,62
558,10000,1.4198720455169678,15,63
559,10000,1.3821589946746826,15,64
560,10000,1.4123117923736572,15,65
561,10000,1.426666021347046,15,66
562,10000,1.4576890468597412,15,67
563,10000,1.4808061122894287,15,68
564,10000,1.4752800464630127,15,69
565,10000,1.5166749954223633,15,70
566,10000,1.5654571056365967,15,71
567,10000,1.6077098846435547,15,72
568,10000,1.5542027950286865,15,73
569,10000,1.5760493278503418,15,74
570,10000,1.6404552459716797,15,75
571,10000,1.678657054901123,15,76
572,10000,1.6648719310760498,15,77
573,10000,1.6916182041168213,15,78
574,10000,1.7518677711486816,15,79
575,10000,1.7460401058197021,15,80
576,10000,1.811884880065918,15,81
577,10000,1.7630410194396973,15,82
578,10000,1.74247407913208,15,83
579,10000,1.750755786895752,15,84
580,10000,1.7718782424926758,15,85
581,10000,1.80511474609375,15,86
582,10000,1.8091928958892822,15,87
583,10000,1.7988958358764648,15,88
584,10000,1.8869318962097168,15,89
585,10000,1.817455768585205,15,90
586,10000,1.8326232433319092,15,91
587,10000,1.8705008029937744,15,92
588,10000,1.8805811405181885,15,93
589,10000,1.8634350299835205,15,94
590,10000,1.8611400127410889,15,95
591,10000,1.8959910869598389,15,96
592,10000,1.9557509422302246,15,97
593,10000,1.9670441150665283,15,98
594,10000,1.9710848331451416,15,99
595,10000,0.9133491516113281,15,15
596,10000,0.9031281471252441,15,16
597,10000,0.9174289703369141,15,17
598,10000,0.9453260898590088,15,18
599,10000,0.9507818222045898,15,19
600,10000,0.9752037525177002,15,20
601,10000,1.0135290622711182,15,21
602,10000,0.9928889274597168,15,22
603,10000,1.0095112323760986,15,23
604,10000,1.0356767177581787,15,24
605,10000,1.0285680294036865,15,25
606,10000,1.0372719764709473,15,26
607,10000,1.0502231121063232,15,27
608,10000,1.067431926727295,15,28
609,10000,1.0805261135101318,15,29
610,10000,1.0960040092468262,15,30
611,10000,1.0777981281280518,15,31
612,10000,1.1009361743927002,15,32
613,10000,1.1135938167572021,15,33
614,10000,1.1081180572509766,15,34
615,10000,1.1548399925231934,15,35
616,10000,1.160419225692749,15,36
617,10000,1.1514170169830322,15,37
618,10000,1.1608130931854248,15,38
619,10000,1.199671745300293,15,39
620,10000,1.194209098815918,15,40
621,10000,1.203239917755127,15,41
622,10000,1.2124061584472656,15,42
623,10000,1.2385847568511963,15,43
624,10000,1.218055009841919,15,44
625,10000,1.2049338817596436,15,45
626,10000,1.2308731079101562,15,46
627,10000,1.2576420307159424,15,47
628,10000,1.2618999481201172,15,48
629,10000,1.271949052810669,15,49
630,10000,1.2425549030303955,15,50
631,10000,1.2584612369537354,15,51
632,10000,1.2788589000701904,15,52
633,10000,1.3003771305084229,15,53
634,10000,1.3094818592071533,15,54
635,10000,1.3004531860351562,15,55
636,10000,1.3410522937774658,15,56
637,10000,1.3100850582122803,15,57
638,10000,1.336318016052246,15,58
639,10000,1.3133182525634766,15,59
640,10000,1.3562757968902588,15,60
641,10000,1.3662700653076172,15,61
642,10000,1.3353149890899658,15,62
643,10000,1.3865809440612793,15,63
644,10000,1.399395227432251,15,64
645,10000,1.3735220432281494,15,65
646,10000,1.4682519435882568,15,66
647,10000,1.5075047016143799,15,67
648,10000,1.4819729328155518,15,68
649,10000,1.5785441398620605,15,69
650,10000,1.5492558479309082,15,70
651,10000,1.585258960723877,15,71
652,10000,1.5833280086517334,15,72
653,10000,1.6072988510131836,15,73
654,10000,1.595062017440796,15,74
655,10000,1.6168930530548096,15,75
656,10000,1.6452829837799072,15,76
657,10000,1.6694650650024414,15,77
658,10000,1.6871299743652344,15,78
659,10000,1.7050700187683105,15,79
660,10000,1.7467918395996094,15,80
661,10000,1.7509827613830566,15,81
662,10000,1.802607774734497,15,82
663,10000,1.763443946838379,15,83
664,10000,1.7533109188079834,15,84
665,10000,1.7862629890441895,15,85
666,10000,1.857841968536377,15,86
667,10000,1.779500961303711,15,87
668,10000,1.8161900043487549,15,88
669,10000,1.8343636989593506,15,89
670,10000,1.9012939929962158,15,90
671,10000,1.8460142612457275,15,91
672,10000,1.8911769390106201,15,92
673,10000,1.8377020359039307,15,93
674,10000,1.8611669540405273,15,94
675,10000,1.8509631156921387,15,95
676,10000,1.8907470703125,15,96
677,10000,1.9009239673614502,15,97
678,10000,1.9316380023956299,15,98
679,10000,1.9108479022979736,15,99
680,10000,0.9316859245300293,15,15
681,10000,0.9247310161590576,15,16
682,10000,0.9166562557220459,15,17
683,10000,0.9395239353179932,15,18
684,10000,0.9611959457397461,15,19
685,10000,0.9746580123901367,15,20
686,10000,0.9934039115905762,15,21
687,10000,0.994704008102417,15,22
688,10000,1.042022943496704,15,23
689,10000,1.0162067413330078,15,24
690,10000,1.0254850387573242,15,25
691,10000,1.0480997562408447,15,26
692,10000,1.0388779640197754,15,27
693,10000,1.0623219013214111,15,28
694,10000,1.0900919437408447,15,29
695,10000,1.102236270904541,15,30
696,10000,1.0853159427642822,15,31
697,10000,1.123891830444336,15,32
698,10000,1.13930082321167,15,33
699,10000,1.1285719871520996,15,34
700,10000,1.177511215209961,15,35
701,10000,1.154543161392212,15,36
702,10000,1.2018630504608154,15,37
703,10000,1.2006797790527344,15,38
704,10000,1.184720754623413,15,39
705,10000,1.1834509372711182,15,40
706,10000,1.2395398616790771,15,41
707,10000,1.2100529670715332,15,42
708,10000,1.2025179862976074,15,43
709,10000,1.211348056793213,15,44
710,10000,1.2092559337615967,15,45
711,10000,1.2444348335266113,15,46
712,10000,1.231199026107788,15,47
713,10000,1.2509162425994873,15,48
714,10000,1.245854139328003,15,49
715,10000,1.284555196762085,15,50
716,10000,1.2491977214813232,15,51
717,10000,1.2576229572296143,15,52
718,10000,1.2794041633605957,15,53
719,10000,1.3268771171569824,15,54
720,10000,1.3075461387634277,15,55
721,10000,1.2852091789245605,15,56
722,10000,1.315514326095581,15,57
723,10000,1.3356819152832031,15,58
724,10000,1.355748176574707,15,59
725,10000,1.3204729557037354,15,60
726,10000,1.3282010555267334,15,61
727,10000,1.3468282222747803,15,62
728,10000,1.3410389423370361,15,63
729,10000,1.3772618770599365,15,64
730,10000,1.4269278049468994,15,65
731,10000,1.4375150203704834,15,66
732,10000,1.4486148357391357,15,67
733,10000,1.4881911277770996,15,68
734,10000,1.4951820373535156,15,69
735,10000,1.4997859001159668,15,70
736,10000,1.5157063007354736,15,71
737,10000,1.553779125213623,15,72
738,10000,1.5985069274902344,15,73
739,10000,1.6035399436950684,15,74
740,10000,1.612612009048462,15,75
741,10000,1.6616239547729492,15,76
742,10000,1.7158582210540771,15,77
743,10000,1.709625005722046,15,78
744,10000,1.7426540851593018,15,79
745,10000,1.6949350833892822,15,80
746,10000,1.773564100265503,15,81
747,10000,1.7894859313964844,15,82
748,10000,1.7469508647918701,15,83
749,10000,1.8272960186004639,15,84
750,10000,1.8346519470214844,15,85
751,10000,1.8498048782348633,15,86
752,10000,1.8123021125793457,15,87
753,10000,1.8614468574523926,15,88
754,10000,1.8605799674987793,15,89
755,10000,1.989203929901123,15,90
756,10000,1.8408818244934082,15,91
757,10000,1.8669641017913818,15,92
758,10000,1.8900141716003418,15,93
759,10000,1.918238878250122,15,94
760,10000,1.846580982208252,15,95
761,10000,1.8897531032562256,15,96
762,10000,1.8777778148651123,15,97
763,10000,1.9514679908752441,15,98
764,10000,1.9220030307769775,15,99
765,10000,0.9234182834625244,15,15
766,10000,0.9193930625915527,15,16
767,10000,0.911794900894165,15,17
768,10000,0.936028003692627,15,18
769,10000,0.9891791343688965,15,19
770,10000,1.0081760883331299,15,20
771,10000,0.9949288368225098,15,21
772,10000,1.0248219966888428,15,22
773,10000,1.0043768882751465,15,23
774,10000,1.043400764465332,15,24
775,10000,1.022190809249878,15,25
776,10000,1.035187005996704,15,26
777,10000,1.0369126796722412,15,27
778,10000,1.069429874420166,15,28
779,10000,1.0706870555877686,15,29
780,10000,1.1095819473266602,15,30
781,10000,1.0769081115722656,15,31
782,10000,1.1031761169433594,15,32
783,10000,1.1399030685424805,15,33
784,10000,1.115238904953003,15,34
785,10000,1.1312198638916016,15,35
