,size,timing
0,1000,0.7513427734375
1,2000,0.9249048233032227
2,3000,1.009695053100586
3,4000,1.1990089416503906
4,5000,1.2339260578155518
5,6000,1.4755542278289795
6,7000,1.378420114517212
7,8000,1.371779203414917
8,9000,1.4815192222595215
9,10000,1.5618269443511963
10,11000,1.8129701614379883
11,12000,2.0834391117095947
12,13000,2.064518928527832
13,14000,1.9783778190612793
14,15000,2.044827699661255
15,16000,2.177968978881836
16,17000,2.4770140647888184
17,18000,2.443369150161743
18,19000,2.5164153575897217
19,20000,2.8973968029022217
20,21000,3.472829818725586
21,22000,2.9072208404541016
22,23000,2.9440157413482666
23,24000,3.2452919483184814
24,25000,3.2833991050720215
25,26000,3.3124451637268066
26,27000,3.5812370777130127
27,28000,3.616084098815918
28,29000,3.9530272483825684
29,30000,3.882328748703003
30,31000,4.233360767364502
31,32000,4.212538242340088
32,33000,4.374701023101807
33,34000,4.445149898529053
34,35000,4.666682004928589
35,36000,5.612593173980713
36,37000,5.022682189941406
37,38000,5.107138633728027
38,39000,5.1511170864105225
39,40000,5.498159885406494
40,41000,5.396073818206787
41,42000,5.8204638957977295
42,43000,5.603905916213989
43,44000,5.84270977973938
44,45000,6.101591110229492
45,46000,6.231239080429077
46,47000,6.8423011302948
47,48000,6.428126096725464
48,49000,6.716900110244751
49,50000,6.8873131275177
50,51000,7.250257968902588
51,52000,7.364037752151489
52,53000,7.7474260330200195
53,54000,7.971837043762207
54,55000,8.917320013046265
55,56000,8.261148929595947
56,57000,8.40047001838684
57,58000,8.428838968276978
58,59000,9.14551305770874
59,60000,8.841557025909424
60,61000,9.19575810432434
61,62000,10.310072183609009
62,63000,9.845080137252808
63,64000,12.667967081069946
64,65000,10.411751985549927
65,66000,10.41460919380188
66,67000,11.274410963058472
67,68000,11.344752788543701
68,69000,11.37563419342041
69,70000,11.701795101165771
70,71000,11.88294506072998
71,72000,13.088826894760132
72,73000,12.594116926193237
73,74000,12.540548086166382
74,75000,13.078334093093872
75,76000,13.187794208526611
76,77000,14.575737237930298
77,78000,13.851768970489502
78,79000,14.067795038223267
79,80000,14.35988974571228
80,81000,15.501890182495117
81,82000,15.135424852371216
82,83000,16.05563497543335
83,84000,15.91202712059021
84,85000,16.97816276550293
85,86000,16.499731063842773
86,87000,17.00850200653076
87,88000,17.434606075286865
88,89000,18.819207906723022
89,90000,18.226067066192627
90,91000,18.163877248764038
91,92000,18.90006995201111
92,93000,19.313262701034546
93,94000,19.643081426620483
94,95000,20.346641063690186
95,96000,20.550992727279663
96,97000,20.777498960494995
97,98000,21.892449140548706
98,99000,21.51200294494629
99,100000,22.105910062789917
